,GameID,Season,SeasonType,Status,Day,DateTime,AwayTeam,HomeTeam,AwayTeamID,HomeTeamID,AwayTeamScore,HomeTeamScore,Updated,Period,TimeRemainingMinutes,TimeRemainingSeconds,PointSpread,OverUnder,AwayTeamMoneyLine,HomeTeamMoneyLine,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,TournamentID,Bracket,Round,AwayTeamSeed,HomeTeamSeed,AwayTeamPreviousGameID,HomeTeamPreviousGameID,AwayTeamPreviousGlobalGameID,HomeTeamPreviousGlobalGameID,TournamentDisplayOrder,TournamentDisplayOrderForHomeTeam,IsClosed,GameEndDateTime,HomeRotationNumber,AwayRotationNumber,TopTeamPreviousGameId,BottomTeamPreviousGameId,Channel,NeutralVenue,AwayPointSpreadPayout,HomePointSpreadPayout,OverPayout,UnderPayout,DateTimeUTC,Attendance,Stadium,Periods
10,69097,2026,1,Final,2025-11-20T00:00:00,2025-11-20T21:00:00,CALPOL,UTAH,122,248,34.0,31.0,2025-11-21T00:13:14,F,0.0,0.0,-5.1,61.3,253.0,-431.0,60069097,60000122,60000248,,,,,,,,,,,Scrambled,True,2025-11-20T23:14:23,270.0,270.0,,,ESPN+,False,-40.0,-41.0,-41.0,-41.0,2025-11-21T02:00:00,6163.0,"{'StadiumID': 102, 'Active': True, 'Name': 'Jon M. Huntsman Center', 'Address': None, 'City': 'Salt Lake City', 'State': 'UT', 'Zip': None, 'Country': None, 'Capacity': 15000, 'GeoLat': 40.762, 'GeoLong': -111.839}","[{'PeriodID': 118030, 'GameID': 69097, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 18, 'HomeScore': 14}, {'PeriodID': 118043, 'GameID': 69097, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 15, 'HomeScore': 17}]"
11,69098,2026,1,Final,2025-11-20T00:00:00,2025-11-21T00:00:00,ARZST,HAWAII,255,115,30.0,28.0,2025-11-21T02:17:52,F,0.0,0.0,-0.7,52.0,42.0,-51.0,60069098,60000255,60000115,,,,,,,,,,,Scrambled,True,2025-11-21T02:07:04,273.0,273.0,,,SPEC,False,-40.0,-42.0,-41.0,-41.0,2025-11-21T05:00:00,4782.0,"{'StadiumID': 142, 'Active': True, 'Name': 'Stan Sheriff Center', 'Address': None, 'City': 'Honolulu', 'State': 'HI', 'Zip': None, 'Country': None, 'Capacity': 10300, 'GeoLat': 21.294292, 'GeoLong': -157.818875}","[{'PeriodID': 118048, 'GameID': 69098, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 12, 'HomeScore': 13}, {'PeriodID': 118052, 'GameID': 69098, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 18, 'HomeScore': 15}]"
12,69099,2026,1,Final,2025-11-20T00:00:00,2025-11-20T21:30:00,KANST,MSPST,112,278,36.0,28.0,2025-11-20T23:44:18,F,0.0,0.0,-0.7,60.0,40.0,-48.0,60069099,60000112,60000278,,,,,,,,,,,Scrambled,True,2025-11-20T23:38:51,276.0,276.0,,,PEAC,True,-41.0,-40.0,-41.0,-39.0,2025-11-21T02:30:00,,"{'StadiumID': 365, 'Active': True, 'Name': 'T-Mobile Center', 'Address': None, 'City': 'Kansas City', 'State': 'MO', 'Zip': None, 'Country': None, 'Capacity': 18972, 'GeoLat': 39.0975, 'GeoLong': -94.580278}","[{'PeriodID': 118039, 'GameID': 69099, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 16, 'HomeScore': 13}, {'PeriodID': 118045, 'GameID': 69099, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 20, 'HomeScore': 15}]"
13,69175,2026,1,Final,2025-11-20T00:00:00,2025-11-20T19:00:00,MRCY,MIAOH,1062,182,26.0,28.0,2025-11-21T00:13:14,F,0.0,0.0,-5.7,50.9,328.0,-683.0,60069175,60001062,60000182,,,,,,,,,,,Scrambled,True,2025-11-20T20:58:09,111912.0,111912.0,,,ESPN+,False,-42.0,-39.0,-41.0,-40.0,2025-11-21T00:00:00,1633.0,"{'StadiumID': 272, 'Active': True, 'Name': 'Millett Hall', 'Address': None, 'City': 'Oxford', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 6400, 'GeoLat': 39.517236, 'GeoLong': -84.734544}","[{'PeriodID': 117997, 'GameID': 69175, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 11, 'HomeScore': 14}, {'PeriodID': 118016, 'GameID': 69175, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 15, 'HomeScore': 14}]"
14,69240,2026,1,Final,2025-11-20T00:00:00,2025-11-20T22:00:00,STJOE,UNLV,46,218,31.0,36.0,2025-11-21T00:44:06,F,0.0,0.0,-3.6,59.1,143.0,-196.0,60069240,60000046,60000218,,,,,,,,,,,Scrambled,True,2025-11-21T00:27:58,272.0,272.0,,,MWN,False,-41.0,-40.0,-41.0,-40.0,2025-11-21T03:00:00,5006.0,"{'StadiumID': 173, 'Active': True, 'Name': 'Thomas & Mack Center', 'Address': None, 'City': 'Las Vegas', 'State': 'NV', 'Zip': None, 'Country': None, 'Capacity': 18000, 'GeoLat': 36.105, 'GeoLong': -115.144167}","[{'PeriodID': 118041, 'GameID': 69240, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 15, 'HomeScore': 16}, {'PeriodID': 118047, 'GameID': 69240, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 16, 'HomeScore': 20}]"
15,69290,2026,1,Final,2025-11-20T00:00:00,2025-11-20T12:30:00,INCAR,USI,294,1212,32.0,30.0,2025-11-20T16:30:32,F,0.0,0.0,1.2,53.1,-186.0,132.0,60069290,60000294,60001212,,,,,,,,,,,Scrambled,True,2025-11-20T14:33:01,111916.0,111916.0,,,Ball,True,-42.0,-43.0,-40.0,-42.0,2025-11-20T17:30:00,475.0,"{'StadiumID': 510, 'Active': True, 'Name': 'Ocean Center', 'Address': None, 'City': 'Daytona Beach', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 8362, 'GeoLat': None, 'GeoLong': None}","[{'PeriodID': 117972, 'GameID': 69290, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 15, 'HomeScore': 14}, {'PeriodID': 117973, 'GameID': 69290, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 17, 'HomeScore': 16}]"
16,69291,2026,1,Final,2025-11-20T00:00:00,2025-11-20T14:30:00,HPNT,ILLCHI,85,157,33.0,29.0,2025-11-20T17:17:27,F,0.0,0.0,1.2,57.3,-168.0,124.0,60069291,60000085,60000157,,,,,,,,,,,Scrambled,True,2025-11-20T17:03:01,111917.0,111917.0,,,Ball,True,-40.0,-41.0,-40.0,-41.0,2025-11-20T19:30:00,449.0,"{'StadiumID': 510, 'Active': True, 'Name': 'Ocean Center', 'Address': None, 'City': 'Daytona Beach', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 8362, 'GeoLat': None, 'GeoLong': None}","[{'PeriodID': 117974, 'GameID': 69291, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 15, 'HomeScore': 14}, {'PeriodID': 117976, 'GameID': 69291, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 18, 'HomeScore': 15}]"
17,69611,2026,1,Final,2025-11-20T00:00:00,2025-11-20T18:00:00,JAC,IND,741,93,19.0,27.0,2025-11-21T00:13:14,F,0.0,0.0,-11.7,56.8,1332.0,-20075.0,60069611,60000741,60000093,,,,,,,,,,,Scrambled,True,2025-11-20T20:01:53,261.0,260.0,,,BTN,False,-40.0,-42.0,-40.0,-41.0,2025-11-20T23:00:00,17222.0,"{'StadiumID': 130, 'Active': True, 'Name': 'Simon Skjodt Assembly Hall', 'Address': '1001 E 17th Street', 'City': 'Bloomington', 'State': 'IN', 'Zip': '47408', 'Country': 'USA', 'Capacity': 17222, 'GeoLat': 39.180833, 'GeoLong': -86.522222}","[{'PeriodID': 117979, 'GameID': 69611, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 2, 'HomeScore': 12}, {'PeriodID': 117999, 'GameID': 69611, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 13, 'HomeScore': 14}]"
18,69612,2026,1,Final,2025-11-20T00:00:00,2025-11-20T19:00:00,CHIST,IOWA,351,91,20.0,34.0,2025-11-21T00:13:14,F,0.0,0.0,-11.7,52.0,1752.0,-18250.0,60069612,60000351,60000091,,,,,,,,,,,Scrambled,True,2025-11-20T20:52:13,111914.0,111914.0,,,B1G+,False,-41.0,-40.0,-40.0,-41.0,2025-11-21T00:00:00,9265.0,"{'StadiumID': 99, 'Active': True, 'Name': 'Carver-Hawkeye Arena', 'Address': None, 'City': 'Iowa City', 'State': 'IA', 'Zip': None, 'Country': None, 'Capacity': 15056, 'GeoLat': 41.663611, 'GeoLong': -91.554444}","[{'PeriodID': 117986, 'GameID': 69612, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 3, 'HomeScore': 15}, {'PeriodID': 118017, 'GameID': 69612, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 11, 'HomeScore': 19}]"
19,69833,2026,1,Final,2025-11-20T00:00:00,2025-11-20T19:00:00,OHWES,WRGHT,1152,150,17.0,36.0,2025-11-21T00:13:14,F,0.0,0.0,,,,,60069833,60001152,60000150,,,,,,,,,,,Scrambled,True,2025-11-20T20:49:43,,,,,ESPN+,False,,,,,2025-11-21T00:00:00,2900.0,"{'StadiumID': 92, 'Active': True, 'Name': 'Nutter Center', 'Address': None, 'City': 'Dayton', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 8000, 'GeoLat': 39.781944, 'GeoLong': -84.0525}","[{'PeriodID': 117991, 'GameID': 69833, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 3, 'HomeScore': 19}, {'PeriodID': 118005, 'GameID': 69833, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 3, 'HomeScore': 18}]"
20,69834,2026,1,Final,2025-11-20T00:00:00,2025-11-20T19:00:00,NKENT,CMICH,154,185,33.0,24.0,2025-11-21T00:13:14,F,0.0,0.0,-1.6,53.3,59.0,-72.0,60069834,60000154,60000185,,,,,,,,,,,Scrambled,True,2025-11-20T20:45:40,263.0,262.0,,,ESPN+,False,-41.0,-40.0,-41.0,-40.0,2025-11-21T00:00:00,1402.0,"{'StadiumID': 364, 'Active': True, 'Name': 'McGuirk Arena', 'Address': None, 'City': 'Mount Pleasant', 'State': 'MI', 'Zip': None, 'Country': None, 'Capacity': 5300, 'GeoLat': 43.580888, 'GeoLong': -84.773941}","[{'PeriodID': 117989, 'GameID': 69834, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 16, 'HomeScore': 11}, {'PeriodID': 118007, 'GameID': 69834, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 17, 'HomeScore': 13}]"
21,69835,2026,1,Final,2025-11-20T00:00:00,2025-11-20T19:00:00,NCG,QUEEN,286,962,34.0,37.0,2025-11-21T00:13:14,F,0.0,0.0,-2.7,54.9,95.0,-124.0,60069835,60000286,60000962,,,,,,,,,,,Scrambled,True,2025-11-20T21:19:03,111910.0,111909.0,,,ESPN+,False,-40.0,-41.0,-42.0,-39.0,2025-11-21T00:00:00,637.0,"{'StadiumID': 538, 'Active': True, 'Name': 'Curry Arena', 'Address': None, 'City': 'Charlotte', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 2500, 'GeoLat': None, 'GeoLong': None}","[{'PeriodID': 118001, 'GameID': 69835, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 14, 'HomeScore': 19}, {'PeriodID': 118026, 'GameID': 69835, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 20, 'HomeScore': 18}]"
22,70212,2026,1,Final,2025-11-20T00:00:00,2025-11-20T18:00:00,PUR,MPHS,94,7,29.0,26.0,2025-11-21T00:13:14,F,0.0,0.0,1.9,57.1,-489.0,283.0,60070212,60000094,60000007,,,,,,,,,,,Scrambled,True,2025-11-20T20:21:59,274.0,273.0,,,CBSS,True,-40.0,-41.0,-40.0,-41.0,2025-11-20T23:00:00,2437.0,"{'StadiumID': 462, 'Active': True, 'Name': 'Baha Mar Convention Center', 'Address': None, 'City': 'Nassau', 'State': 'Bahamas', 'Zip': None, 'Country': None, 'Capacity': 2000, 'GeoLat': 25.071316, 'GeoLong': -77.40116}","[{'PeriodID': 117981, 'GameID': 70212, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 13, 'HomeScore': 13}, {'PeriodID': 118002, 'GameID': 70212, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 16, 'HomeScore': 13}]"
23,70368,2026,1,Final,2025-11-20T00:00:00,2025-11-20T19:00:00,PACFC,FLATL,339,145,22.0,30.0,2025-11-21T00:13:14,F,0.0,0.0,-2.7,56.4,99.0,-127.0,60070368,60000339,60000145,,,,,,,,,,,Scrambled,True,2025-11-20T20:54:56,266.0,266.0,,,ESPN+,False,-40.0,-41.0,-41.0,-40.0,2025-11-21T00:00:00,3161.0,"{'StadiumID': 281, 'Active': True, 'Name': 'Eleanor R. Baldwin Arena', 'Address': None, 'City': 'Boca Raton', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 2900, 'GeoLat': 26.372222, 'GeoLong': -80.109167}","[{'PeriodID': 117994, 'GameID': 70368, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 10, 'HomeScore': 15}, {'PeriodID': 118014, 'GameID': 70368, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 11, 'HomeScore': 15}]"
24,70587,2026,1,Final,2025-11-20T00:00:00,2025-11-20T20:00:00,CARK,NTX,298,141,20.0,27.0,2025-11-21T00:13:14,F,0.0,0.0,-6.0,49.1,311.0,-621.0,60070587,60000298,60000141,,,,,,,,,,,Scrambled,True,2025-11-20T22:14:37,111916.0,111915.0,,,ESPN+,False,-40.0,-40.0,-41.0,-40.0,2025-11-21T01:00:00,2743.0,"{'StadiumID': 218, 'Active': True, 'Name': 'UNT Coliseum', 'Address': None, 'City': 'Denton', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 10500, 'GeoLat': 33.208333, 'GeoLong': -97.153889}","[{'PeriodID': 118012, 'GameID': 70587, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 3, 'HomeScore': 10}, {'PeriodID': 118035, 'GameID': 70587, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 11, 'HomeScore': 17}]"
25,70643,2026,1,Final,2025-11-20T00:00:00,2025-11-20T18:00:00,NOBEL,MONST,1411,74,20.0,34.0,2025-11-21T00:13:14,F,0.0,0.0,,,,,60070643,60001411,60000074,,,,,,,,,,,Scrambled,True,2025-11-20T19:43:51,,,,,ESPN+,True,,,,,2025-11-20T23:00:00,75.0,"{'StadiumID': 284, 'Active': True, 'Name': 'Walter Pyramid', 'Address': None, 'City': 'Long Beach', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 4200, 'GeoLat': 33.787222, 'GeoLong': -118.114167}","[{'PeriodID': 117978, 'GameID': 70643, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 3, 'HomeScore': 20}, {'PeriodID': 117983, 'GameID': 70643, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 11, 'HomeScore': 14}]"
26,71071,2026,1,Final,2025-11-20T00:00:00,2025-11-20T20:00:00,WMICH,OHIOST,188,98,21.0,33.0,2025-11-21T00:13:14,F,0.0,0.0,-9.7,58.2,1195.0,-3832.0,60071071,60000188,60000098,,,,,,,,,,,Scrambled,True,2025-11-20T22:04:24,269.0,269.0,,,BTN,False,-41.0,-41.0,-40.0,-41.0,2025-11-21T01:00:00,8294.0,"{'StadiumID': 233, 'Active': True, 'Name': 'Value City Arena', 'Address': None, 'City': 'Columbus', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 19049, 'GeoLat': 40.007511, 'GeoLong': -83.025102}","[{'PeriodID': 118015, 'GameID': 71071, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 3, 'HomeScore': 18}, {'PeriodID': 118033, 'GameID': 71071, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 12, 'HomeScore': 15}]"
27,71072,2026,1,Final,2025-11-20T00:00:00,2025-11-20T22:00:00,TROY,USC,333,246,39.0,39.0,2025-11-21T01:30:36,F,0.0,0.0,-6.8,58.2,387.0,-858.0,60071072,60000333,60000246,,,,,,,,,,,Scrambled,True,2025-11-21T01:12:18,272.0,271.0,,,BTN,False,-41.0,-40.0,-40.0,-41.0,2025-11-21T03:00:00,3342.0,"{'StadiumID': 84, 'Active': True, 'Name': 'Galen Center', 'Address': None, 'City': 'Los Angeles', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 10258, 'GeoLat': 34.021, 'GeoLong': -118.28}","[{'PeriodID': 118042, 'GameID': 71072, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 11, 'HomeScore': 11}, {'PeriodID': 118046, 'GameID': 71072, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 14, 'HomeScore': 14}, {'PeriodID': 118049, 'GameID': 71072, 'Number': 3, 'Name': 'OT', 'Type': 'Overtime', 'AwayScore': 1, 'HomeScore': 1}, {'PeriodID': 118050, 'GameID': 71072, 'Number': 4, 'Name': 'OT2', 'Type': 'Overtime', 'AwayScore': 1, 'HomeScore': 1}, {'PeriodID': 118051, 'GameID': 71072, 'Number': 5, 'Name': 'OT3', 'Type': 'Overtime', 'AwayScore': 2, 'HomeScore': 2}]"
